Timestamp,06.005.BLK01.PAD04.INV01 - INV01 - Inverter04.AC_POWER (kW)
09/01/2018 16:00:00,1998.331949
09/01/2018 16:05:00,1941.797691
09/01/2018 16:10:00,590.0982428
09/01/2018 16:15:00,533.995462
09/01/2018 16:20:00,1197.892014
09/01/2018 16:25:00,1786.834704
09/01/2018 16:30:00,1982.512402
09/01/2018 16:35:00,1941.535444
09/01/2018 16:40:00,1449.369128
09/01/2018 16:45:00,1491.067473
09/01/2018 16:50:00,1890.211678
09/01/2018 16:55:00,1958.960831
09/01/2018 17:00:00,1793.827432
09/01/2018 17:05:00,1515.945487
09/01/2018 17:10:00,746.6711244
09/01/2018 17:15:00,455.9130809
09/01/2018 17:20:00,402.199866
09/01/2018 17:25:00,385.5499657
09/01/2018 17:30:00,381.7096216
09/01/2018 17:35:00,354.493248
09/01/2018 17:40:00,319.4475704
09/01/2018 17:45:00,306.6274379
09/01/2018 17:50:00,291.2861434
09/01/2018 17:55:00,265.8350139
09/01/2018 18:00:00,250.4245585
09/01/2018 18:05:00,233.9209532
09/01/2018 18:10:00,218.3549978
09/01/2018 18:15:00,204.8673013
09/01/2018 18:20:00,195.0612441
09/01/2018 18:25:00,191.9221257
09/01/2018 18:30:00,200.4344789
09/01/2018 18:35:00,204.5039834
09/01/2018 18:40:00,198.3357581
09/01/2018 18:45:00,185.7484371
09/01/2018 18:50:00,172.3703372
09/01/2018 18:55:00,161.0790805
09/01/2018 19:00:00,144.887182
09/01/2018 19:05:00,135.2485783
09/01/2018 19:10:00,134.8936136
09/01/2018 19:15:00,132.9207301
09/01/2018 19:20:00,123.1096009
09/01/2018 19:25:00,107.5948547
09/01/2018 19:30:00,92.81217031
09/01/2018 19:35:00,82.19998175
09/01/2018 19:40:00,73.1318142
09/01/2018 19:45:00,62.5373309
09/01/2018 19:50:00,48.72277422
09/01/2018 19:55:00,33.93342274
09/01/2018 20:00:00,24.4635779
09/01/2018 20:05:00,17.22189502
09/01/2018 20:10:00,0.979907074
09/01/2018 20:15:00,
09/01/2018 20:20:00,
09/01/2018 20:25:00,
09/01/2018 20:30:00,
09/01/2018 20:35:00,
09/01/2018 20:40:00,
09/01/2018 20:45:00,
09/01/2018 20:50:00,
09/01/2018 20:55:00,
09/01/2018 21:00:00,
09/01/2018 21:05:00,
09/01/2018 21:10:00,
09/01/2018 21:15:00,
09/01/2018 21:20:00,
09/01/2018 21:25:00,
09/01/2018 21:30:00,
09/01/2018 21:35:00,
09/01/2018 21:40:00,
09/01/2018 21:45:00,
09/01/2018 21:50:00,
09/01/2018 21:55:00,
09/01/2018 22:00:00,
09/01/2018 22:05:00,
09/01/2018 22:10:00,
09/01/2018 22:15:00,
09/01/2018 22:20:00,
09/01/2018 22:25:00,
09/01/2018 22:30:00,
09/01/2018 22:35:00,
09/01/2018 22:40:00,
09/01/2018 22:45:00,
09/01/2018 22:50:00,
09/01/2018 22:55:00,
09/01/2018 23:00:00,
09/01/2018 23:05:00,
09/01/2018 23:10:00,
09/01/2018 23:15:00,
09/01/2018 23:20:00,
09/01/2018 23:25:00,
09/01/2018 23:30:00,
09/01/2018 23:35:00,
09/01/2018 23:40:00,
09/01/2018 23:45:00,
09/01/2018 23:50:00,
09/01/2018 23:55:00,
09/02/2018 00:00:00,
09/02/2018 00:05:00,
09/02/2018 00:10:00,
09/02/2018 00:15:00,
09/02/2018 00:20:00,
09/02/2018 00:25:00,
09/02/2018 00:30:00,
09/02/2018 00:35:00,
09/02/2018 00:40:00,
09/02/2018 00:45:00,
09/02/2018 00:50:00,
09/02/2018 00:55:00,
09/02/2018 01:00:00,
09/02/2018 01:05:00,
09/02/2018 01:10:00,
09/02/2018 01:15:00,
09/02/2018 01:20:00,
09/02/2018 01:25:00,
09/02/2018 01:30:00,
09/02/2018 01:35:00,
09/02/2018 01:40:00,
09/02/2018 01:45:00,
09/02/2018 01:50:00,
09/02/2018 01:55:00,
09/02/2018 02:00:00,
09/02/2018 02:05:00,
09/02/2018 02:10:00,
09/02/2018 02:15:00,
09/02/2018 02:20:00,
09/02/2018 02:25:00,
09/02/2018 02:30:00,
09/02/2018 02:35:00,
09/02/2018 02:40:00,
09/02/2018 02:45:00,
09/02/2018 02:50:00,
09/02/2018 02:55:00,
09/02/2018 03:00:00,
09/02/2018 03:05:00,
09/02/2018 03:10:00,
09/02/2018 03:15:00,
09/02/2018 03:20:00,
09/02/2018 03:25:00,
09/02/2018 03:30:00,
09/02/2018 03:35:00,
09/02/2018 03:40:00,
09/02/2018 03:45:00,
09/02/2018 03:50:00,
09/02/2018 03:55:00,
09/02/2018 04:00:00,
09/02/2018 04:05:00,0
09/02/2018 04:10:00,
09/02/2018 04:15:00,
09/02/2018 04:20:00,
09/02/2018 04:25:00,
09/02/2018 04:30:00,
09/02/2018 04:35:00,
09/02/2018 04:40:00,
09/02/2018 04:45:00,
09/02/2018 04:50:00,
09/02/2018 04:55:00,
09/02/2018 05:00:00,
09/02/2018 05:05:00,
09/02/2018 05:10:00,
