"PVWatts: Hourly PV Performance Data"
"Requested Location:","140 Gulf St Milford CT"
"Location:","Lat, Lon: 41.21, -73.06"
"Lat (deg N):","41.21"
"Long (deg W):","73.06"
"Elev (m):","24.272727966309"
"DC System Size (kW):","52.6"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","182"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.159"
"Capacity Factor (%)","14.8"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"2","18","20","0","0","-1","3","0","-1","0","0"
"2","18","21","0","0","-1","2","0","-1","0","0"
"2","18","22","0","0","-2","2","0","-2","0","0"
"2","18","23","0","0","-2","2","0","-2","0","0"
"2","19","0","0","0","-2","2","0","-2","0","0"
"2","19","1","0","0","-2","2","0","-2","0","0"
"2","19","2","0","0","-2","2","0","-2","0","0"
"2","19","3","0","0","-2","2","0","-2","0","0"
"2","19","4","0","0","-2","2","0","-2","0","0"
"2","19","5","0","0","-2","2","0","-2","0","0"
"2","19","6","0","0","-1","2","0","-1","0","0"
"2","19","7","110","48","0","1","82.569","0.022","3837.787","3495.201"
"2","19","8","381","101","1","1","294.52","8.751","13727.32","13145.478"
"2","19","9","863","73","4","1","641.216","23.72","28610.77","27538.537"
"2","19","10","600","154","5","1","647.54","26.485","28907.934","27824.314"
"2","19","11","578","184","6","0","703.65","34.902","30249.859","29114.049"
"2","19","12","922","89","7","0","887.383","41.821","36836.031","35425.605"
"2","19","13","564","173","8","1","654.786","30.633","28699.553","27623.926"
"2","19","14","703","98","7","1","604.152","27.149","26699.818","25699.311"
"2","19","15","707","62","5","1","446.302","20.226","19799.598","19036.592"
"2","19","16","72","66","3","1","95.522","6.159","4516.188","4159.398"
"2","19","17","0","0","2","1","0","2","0","0"
"2","19","18","0","0","2","2","0","2","0","0"
"2","19","19","0","0","1","2","0","1","0","0"
"2","19","20","0","0","1","2","0","1","0","0"
"2","19","21","0","0","2","2","0","2","0","0"
"2","19","22","0","0","1","2","0","1","0","0"
"2","19","23","0","0","1","2","0","1","0","0"
"2","20","0","0","0","1","2","0","1","0","0"
"2","20","1","0","0","1","1","0","1","0","0"
"2","20","2","0","0","1","1","0","1","0","0"
"2","20","3","0","0","1","1","0","1","0","0"
"2","20","4","0","0","1","1","0","1","0","0"
"2","20","5","0","0","2","1","0","2","0","0"
"2","20","6","0","0","2","1","0","2","0","0"
"2","20","7","0","29","3","1","27.5","1.135","1382.236","1088.343"
"2","20","8","415","99","5","1","309.041","12.878","14129.124","13536.099"
"2","20","9","56","187","6","2","230.328","11.452","11035.784","10525.905"
"2","20","10","101","249","7","2","339.522","15.167","16027.148","15379.757"
"2","20","11","168","284","8","2","452.693","19.597","20957.162","20156.662"
"2","20","12","336","264","8","2","585.448","23.51","26606.584","25609.508"
"2","20","13","335","239","7","2","538.054","21.731","24624.559","23699.018"
"2","20","14","95","207","7","2","282.486","14.697","13338.767","12767.628"
"2","20","15","0","116","6","2","114.299","8.115","5575.55","5195.929"
"2","20","16","129","70","6","3","118.238","7.385","5461.546","5084.42"
"2","20","17","0","0","6","3","0","6","0","0"
"2","20","18","0","0","6","4","0","6","0","0"
"2","20","19","0","0","7","4","0","7","0","0"
"2","20","20","0","0","7","5","0","7","0","0"
"2","20","21","0","0","8","5","0","8","0","0"
"2","20","22","0","0","8","4","0","8","0","0"
"2","20","23","0","0","8","4","0","8","0","0"
"2","21","0","0","0","8","4","0","8","0","0"
"2","21","1","0","0","8","3","0","8","0","0"
"2","21","2","0","0","7","3","0","7","0","0"
"2","21","3","0","0","7","3","0","7","0","0"
"2","21","4","0","0","7","2","0","7","0","0"
"2","21","5","0","0","7","2","0","7","0","0"
"2","21","6","0","0","7","2","0","7","0","0"
"2","21","7","0","45","7","2","43.813","6.068","2156.265","1847.484"
"2","21","8","167","127","9","2","214.277","13.045","9976.748","9493.78"
"2","21","9","4","154","10","1","153.981","13.777","7323.554","6904.526"
"2","21","10","42","231","12","1","273.454","19.35","12676.192","12123.063"
"2","21","11","13","214","13","1","222.632","19.333","10328.045","9836.238"
"2","21","12","541","205","14","1","705.523","34.86","30352.855","29212.986"
"2","21","13","209","262","14","2","454.045","26.732","20314.158","19534.602"
"2","21","14","272","202","13","2","415.424","23.904","18747.148","18017.408"
"2","21","15","682","81","12","2","459.79","23.968","20118.314","19345.08"
"2","21","16","488","53","10","2","224.134","15.8","9391.775","8923.332"
"2","21","17","0","0","8","2","0","8","0","0"
"2","21","18","0","0","7","2","0","7","0","0"
"2","21","19","0","0","6","2","0","6","0","0"
"2","21","20","0","0","5","1","0","5","0","0"
"2","21","21","0","0","5","1","0","5","0","0"
"2","21","22","0","0","4","1","0","4","0","0"
"2","21","23","0","0","4","1","0","4","0","0"
"2","22","0","0","0","4","1","0","4","0","0"
"2","22","1","0","0","4","2","0","4","0","0"
"2","22","2","0","0","3","2","0","3","0","0"
"2","22","3","0","0","3","2","0","3","0","0"
"2","22","4","0","0","2","2","0","2","0","0"
"2","22","5","0","0","2","2","0","2","0","0"
"2","22","6","0","0","3","2","0","3","0","0"
"2","22","7","77","54","4","2","77.936","4.002","3644.827","3306.222"
"2","22","8","296","118","5","2","270.332","10.726","12592.723","12041.84"
"2","22","9","440","161","6","3","472.79","16.505","21951.035","21117.588"
"2","22","10","478","203","6","3","609","20.303","28016.08","26966.445"
"2","22","11","401","251","7","2","623.302","24.056","28248.416","27189.982"
"2","22","12","436","244","7","2","660.591","25.079","29799.154","28681.016"
"2","22","13","52","246","7","2","299.73","15.598","14134.667","13541.486"
"2","22","14","42","197","7","2","234.269","12.522","11188.594","10674.766"
"2","22","15","710","80","7","1","474.97","21.21","21053.74","20250.07"
"2","22","16","508","54","6","1","232.615","13.793","9838.702","9359.185"
"2","22","17","0","0","5","1","0","5","0","0"
"2","22","18","0","0","4","1","0","4","0","0"
"2","22","19","0","0","3","1","0","3","0","0"
"2","22","20","0","0","3","2","0","3","0","0"
"2","22","21","0","0","2","2","0","2","0","0"
"2","22","22","0","0","1","2","0","1","0","0"
"2","22","23","0","0","0","2","0","0","0","0"
"2","23","0","0","0","0","2","0","0","0","0"
"2","23","1","0","0","0","2","0","0","0","0"
"2","23","2","0","0","0","2","0","0","0","0"
"2","23","3","0","0","0","2","0","0","0","0"
"2","23","4","0","0","0","2","0","0","0","0"
"2","23","5","0","0","-1","2","0","-1","0","0"
"2","23","6","0","0","0","2","0","0","0","0"
"2","23","7","166","55","0","2","105.248","0.755","4809.407","4446.377"
"2","23","8","746","66","1","2","434.037","11.398","19768.377","19006.369"
"2","23","9","855","79","2","2","654.107","19.468","29824.348","28705.225"
"2","23","10","543","182","3","2","637.719","20.74","29271.98","28174.33"
"2","23","11","560","199","4","1","712.37","27.445","31763.984","30567.756"
"2","23","12","607","185","5","1","747.107","29.735","32955.121","31710.225"
"2","23","13","617","164","5","1","698.082","28.46","30928.646","29765.949"
"2","23","14","600","134","5","1","580.43","24.75","25999.91","25025.027"
"2","23","15","818","63","4","1","512.803","21.195","22685.293","21827.057"
"2","23","16","638","45","2","1","264.641","11.127","11188.64","10674.811"
"2","23","17","0","0","0","1","0","0","0","0"
"2","23","18","0","0","0","2","0","0","0","0"
"2","23","19","0","0","0","2","0","0","0","0"
"2","23","20","0","0","0","2","0","0","0","0"
"2","23","21","0","0","-1","2","0","-1","0","0"
"2","23","22","0","0","-1","3","0","-1","0","0"
"2","23","23","0","0","-1","3","0","-1","0","0"
"2","24","0","0","0","-2","3","0","-2","0","0"
"2","24","1","0","0","-2","2","0","-2","0","0"
"2","24","2","0","0","-2","2","0","-2","0","0"
"2","24","3","0","0","-2","2","0","-2","0","0"
"2","24","4","0","0","-2","3","0","-2","0","0"
"2","24","5","0","0","-2","2","0","-2","0","0"
"2","24","6","0","0","-2","2","0","-2","0","0"
"2","24","7","158","57","0","2","105.652","0.767","4855.751","4491.729"
"2","24","8","421","106","1","2","324.282","8.36","15180.346","14557.524"
"2","24","9","905","66","2","2","670.719","19.536","30566.629","29418.313"
"2","24","10","579","171","4","1","655.177","25.905","29356.801","28255.867"
"2","24","11","586","191","5","1","727.2","28.898","32202.313","30988.291"
"2","24","12","970","74","6","0","925.53","42.188","38365.484","36886.902"
"2","24","13","777","112","7","0","767.385","39.465","32199.072","30985.182"
"2","24","14","897","69","6","0","707.979","35.797","30007.086","28880.813"
"2","24","15","798","62","5","1","502.965","22.467","22134.098","21294.506"
"2","24","16","611","44","3","1","256.109","11.772","10821.21","10316.847"
"2","24","17","0","0","1","1","0","1","0","0"
"2","24","18","0","0","0","2","0","0","0","0"
"2","24","19","0","0","0","1","0","0","0","0"
"2","24","20","0","0","0","1","0","0","0","0"
"2","24","21","0","0","0","1","0","0","0","0"
"2","24","22","0","0","0","1","0","0","0","0"
"2","24","23","0","0","0","1","0","0","0","0"
"2","25","0","0","0","0","1","0","0","0","0"
"2","25","1","0","0","0","1","0","0","0","0"
"2","25","2","0","0","0","1","0","0","0","0"
"2","25","3","0","0","0","1","0","0","0","0"
"2","25","4","0","0","0","1","0","0","0","0"
"2","25","5","0","0","0","1","0","0","0","0"
"2","25","6","0","0","1","1","0","1","0","0"
"2","25","7","12","57","2","1","59.147","1.223","2936.926","2612.699"
"2","25","8","487","97","4","2","347.181","11.795","15966.07","15320.468"
"2","25","9","404","175","5","2","468.385","17.108","21721.637","20895.857"
"2","25","10","620","159","6","2","680.374","24.125","30741.967","29586.697"
"2","25","11","595","191","7","2","736.67","27.241","32882.785","31640.873"
"2","25","12","454","246","8","2","681.966","26.964","30495.709","29350.199"
"2","25","13","609","168","7","2","699.377","26.28","31316.553","30138.348"
"2","25","14","546","152","6","2","561.583","21.768","25532.068","24574.119"
"2","25","15","736","62","5","2","471.752","17.941","21219.99","20410.846"
"2","25","16","492","50","4","2","226.078","9.942","9751.59","9274.241"
"2","25","17","0","0","3","2","0","3","0","0"
"2","25","18","0","0","3","2","0","3","0","0"
"2","25","19","0","0","3","2","0","3","0","0"
"2","25","20","0","0","3","2","0","3","0","0"
"2","25","21","0","0","3","2","0","3","0","0"
"2","25","22","0","0","4","2","0","4","0","0"
"2","25","23","0","0","4","2","0","4","0","0"
"2","26","0","0","0","4","2","0","4","0","0"
"2","26","1","0","0","4","1","0","4","0","0"
"2","26","2","0","0","4","1","0","4","0","0"
"2","26","3","0","0","4","1","0","4","0","0"
"2","26","4","0","0","4","1","0","4","0","0"
"2","26","5","0","0","4","2","0","4","0","0"
"2","26","6","0","0","4","2","0","4","0","0"
"2","26","7","0","37","5","2","35.104","3.789","1744.642","1443.831"
"2","26","8","0","82","6","2","78.631","6.177","3868.045","3524.833"
"2","26","9","163","213","8","2","336.908","15.551","15810.233","15169.185"
"2","26","10","845","108","9","3","799.58","27.364","35561.395","34206.508"
"2","26","11","531","223","10","3","719.273","27.62","32055.744","30847.688"
"2","26","12","620","187","11","4","766.069","27.757","34120.125","32826.656"
"2","26","13","549","192","10","4","674.556","24.914","30409.396","29267.297"
"2","26","14","467","188","10","4","547.231","21.973","24887.451","23952.582"
"2","26","15","636","100","9","4","463.581","18.862","20868.281","20070.693"
"2","26","16","371","75","7","4","212.256","11.105","9332.285","8865.307"
"2","26","17","0","0","7","4","0","7","0","0"
"2","26","18","0","0","7","4","0","7","0","0"
"2","26","19","0","0","7","4","0","7","0","0"
"2","26","20","0","0","7","4","0","7","0","0"
"2","26","21","0","0","8","5","0","8","0","0"
"2","26","22","0","0","8","4","0","8","0","0"
"2","26","23","0","0","8","3","0","8","0","0"
"2","27","0","0","0","7","2","0","7","0","0"
"2","27","1","0","0","6","2","0","6","0","0"
"2","27","2","0","0","5","2","0","5","0","0"
"2","27","3","0","0","4","3","0","4","0","0"
"2","27","4","0","0","3","2","0","3","0","0"
"2","27","5","0","0","3","2","0","3","0","0"
"2","27","6","0","0","3","2","0","3","0","0"
"2","27","7","0","8","3","2","7.566","0.972","380.567","105.314"
"2","27","8","0","35","4","2","33.184","2.749","1656.58","1357.459"
"2","27","9","0","32","3","3","30.357","1.924","1520.758","1224.232"
"2","27","10","0","110","3","3","105.251","3.803","5230.575","4858.476"
"2","27","11","0","113","3","4","108.128","3.961","5369.946","4994.819"
"2","27","12","13","223","3","4","231.465","6.731","11357.89","10839.668"
"2","27","13","0","91","2","4","86.562","2.752","4321.157","3968.484"
"2","27","14","165","227","1","4","362.198","7.595","17635.682","16940.223"
"2","27","15","155","156","1","3","251.562","6.4","12187.897","11647.841"
"2","27","16","162","77","1","3","140.967","3.328","6621.493","6218.552"
"2","27","17","0","8","0","3","7.569","-1.366","384.445","109.121"
"2","27","18","0","0","0","3","0","0","0","0"
"2","27","19","0","0","0","4","0","0","0","0"
"2","27","20","0","0","0","5","0","0","0","0"
"2","27","21","0","0","0","5","0","0","0","0"
"2","27","22","0","0","0","5","0","0","0","0"
"2","27","23","0","0","-1","6","0","-1","0","0"
"2","28","0","0","0","-1","6","0","-1","0","0"
"2","28","1","0","0","-1","6","0","-1","0","0"
"2","28","2","0","0","-2","6","0","-2","0","0"
"2","28","3","0","0","-2","6","0","-2","0","0"
"2","28","4","0","0","-2","6","0","-2","0","0"
"2","28","5","0","0","-3","5","0","-3","0","0"
"2","28","6","0","0","-2","5","0","-2","0","0"
"2","28","7","200","64","-2","5","126.01","-1.01","5815.519","5430.616"
"2","28","8","369","122","-1","5","321.217","4.057","15421.93","14792.15"
"2","28","9","944","68","0","5","711.129","13.04","33428.762","32164.234"
"2","28","10","963","83","0","5","865.066","16.69","40428.117","38855"
"2","28","11","654","177","1","4","782.5","18.57","36373.113","34982.992"
"2","28","12","627","189","2","4","778.011","19.288","36054.371","34678.141"
"2","28","13","630","167","2","4","720.493","18.018","33531.379","32262.578"
"2","28","14","737","100","2","3","646.416","17.956","29877.758","28756.547"
"2","28","15","850","62","1","3","538.146","14.191","24638.934","23712.885"
"2","28","16","681","46","0","2","286.427","7.917","12351.691","11807.269"
"2","28","17","191","12","0","2","45.249","0.147","1677.988","1378.457"
"2","28","18","0","0","-1","2","0","-1","0","0"
"2","28","19","0","0","0","3","0","0","0","0"
"2","28","20","0","0","0","3","0","0","0","0"
"2","28","21","0","0","0","3","0","0","0","0"
"2","28","22","0","0","0","3","0","0","0","0"
"2","28","23","0","0","-1","3","0","-1","0","0"
"3","1","0","0","0","-1","3","0","-1","0","0"
"3","1","1","0","0","-1","4","0","-1","0","0"
"3","1","2","0","0","-1","4","0","-1","0","0"
"3","1","3","0","0","-1","5","0","-1","0","0"
"3","1","4","0","0","-1","5","0","-1","0","0"
"3","1","5","0","0","-2","5","0","-2","0","0"
"3","1","6","0","0","-1","5","0","-1","0","0"
"3","1","7","0","34","-1","5","32.24","-1.86","1641.017","1342.194"
"3","1","8","0","109","0","5","105.776","0.652","5327.515","4953.311"
"3","1","9","54","208","0","4","250.889","4.149","12420.468","11874.205"
"3","1","10","2","180","0","4","177.317","2.824","8848.515","8393.345"
"3","1","11","116","308","0","4","424.928","8.191","20711.123","19918.672"
"3","1","12","135","313","0","4","460.028","9.514","22293.164","21448.215"
"3","1","13","212","283","0","4","482.399","10.088","23297.033","22417.854"
"3","1","14","256","224","1","3","432.444","11.182","20708.33","19915.971"
"3","1","15","141","160","0","3","248.465","5.53","12101.999","11564.225"
"3","1","16","0","55","0","3","52.674","0.092","2659.223","2340.54"
"3","1","17","0","4","0","3","3.78","-1.721","192.305","0"
"3","1","18","0","0","0","3","0","0","0","0"
"3","1","19","0","0","0","3","0","0","0","0"
"3","1","20","0","0","-1","3","0","-1","0","0"
"3","1","21","0","0","-1","3","0","-1","0","0"
"3","1","22","0","0","-1","4","0","-1","0","0"
"3","1","23","0","0","-1","4","0","-1","0","0"
"3","2","0","0","0","-1","5","0","-1","0","0"
"3","2","1","0","0","-2","5","0","-2","0","0"
"3","2","2","0","0","-2","5","0","-2","0","0"
"3","2","3","0","0","-2","5","0","-2","0","0"
"3","2","4","0","0","-2","6","0","-2","0","0"
"3","2","5","0","0","-3","6","0","-3","0","0"
"3","2","6","0","0","-3","6","0","-3","0","0"
"3","2","7","0","9","-3","7","8.514","-4.063","437.319","161.028"
"3","2","8","0","26","-2","7","24.642","-2.794","1259.125","967.562"
"3","2","9","0","58","-2","6","55.084","-2.323","2809.135","2487.466"
"3","2","10","0","119","-2","6","114.084","-1.239","5791.727","5407.35"
"3","2","11","13","227","-2","6","235.044","0.978","11820.742","11290.404"
"3","2","12","12","224","-2","6","231.172","1.07","11621.7","11096.591"
"3","2","13","32","248","-2","6","283.664","1.993","14201.203","13606.159"
"3","2","14","2","166","-3","6","163.806","-1.06","8308.89","7866.697"
"3","2","15","0","32","-3","6","30.341","-3.579","1555.396","1258.209"
"3","2","16","0","67","-4","6","64.997","-4.144","3339.854","3007.486"
"3","2","17","0","6","-5","6","5.673","-6.148","293.928","20.253"
"3","2","18","0","0","-5","6","0","-5","0","0"
"3","2","19","0","0","-6","5","0","-6","0","0"
"3","2","20","0","0","-6","5","0","-6","0","0"
"3","2","21","0","0","-6","5","0","-6","0","0"
"3","2","22","0","0","-7","5","0","-7","0","0"
"3","2","23","0","0","-7","5","0","-7","0","0"
"3","3","0","0","0","-7","4","0","-7","0","0"
"3","3","1","0","0","-7","4","0","-7","0","0"
